epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.11949369311332703,3.242981195449829,0.20982682704925537,2.558255195617676
1,0.2477271556854248,2.5058727264404297,0.29258960485458374,2.330735683441162
2,0.3763624429702759,2.071941614151001,0.31192106008529663,2.5620784759521484
3,0.49158671498298645,1.778943657875061,0.4971808195114136,1.7961360216140747
4,0.558993399143219,1.5840461254119873,0.6010873913764954,1.4865652322769165
5,0.5996785163879395,1.4705077409744263,0.438179612159729,2.1006760597229004
6,0.6194685697555542,1.3941763639450073,0.5318163633346558,1.7352272272109985
7,0.6453362703323364,1.3409898281097412,0.5193314552307129,1.8948317766189575
8,0.6648249626159668,1.2869046926498413,0.6564639806747437,1.4116450548171997
9,0.6805464625358582,1.2373342514038086,0.47462746500968933,2.772300958633423
10,0.6927018165588379,1.203521966934204,0.41220298409461975,3.3894686698913574
11,0.6970214247703552,1.1832878589630127,0.620217502117157,1.5369970798492432
12,0.7059621214866638,1.1667826175689697,0.5346355438232422,2.281374216079712
13,0.7169621586799622,1.1404279470443726,0.6894885301589966,1.2885537147521973
14,0.7239941954612732,1.1238501071929932,0.7255336046218872,1.2502516508102417
15,0.7336882948875427,1.0964709520339966,0.7255336046218872,1.126550316810608
16,0.7357978820800781,1.1059985160827637,0.6697543263435364,1.4694348573684692
17,0.7460445165634155,1.06680166721344,0.6864680051803589,1.4003459215164185
18,0.751418948173523,1.0666115283966064,0.5894079804420471,1.944679856300354
19,0.7585011720657349,1.0368260145187378,0.6995570063591003,1.3664132356643677
20,0.7916520237922668,0.9023823142051697,0.78252112865448,1.0095605850219727
21,0.8013461232185364,0.8687839508056641,0.8018525838851929,0.9530438780784607
22,0.8062182664871216,0.8480283617973328,0.7831252813339233,1.0291579961776733
23,0.808830201625824,0.836231529712677,0.7937978506088257,1.0429435968399048
24,0.8115425109863281,0.8298644423484802,0.8000402450561523,0.9025049805641174
25,0.8148576021194458,0.8275660872459412,0.7259363532066345,1.216387152671814
26,0.8223918676376343,0.7967191338539124,0.7039871215820312,1.3850749731063843
27,0.8241499066352844,0.8041625022888184,0.7982279658317566,1.010277271270752
28,0.8213872909545898,0.8033948540687561,0.804269015789032,0.9505069851875305
29,0.8263096809387207,0.787627100944519,0.7080144882202148,1.5809913873672485
30,0.825706958770752,0.7893555164337158,0.7637938261032104,1.2521470785140991
31,0.8281179070472717,0.7905910611152649,0.8288360834121704,0.854160726070404
32,0.830428421497345,0.7869091033935547,0.7724526524543762,1.099575400352478
33,0.830428421497345,0.786975085735321,0.7950060367584229,1.0050336122512817
34,0.8331407904624939,0.7720043659210205,0.7200966477394104,1.411603569984436
35,0.8636295199394226,0.6722443103790283,0.8515908122062683,0.7922195196151733
36,0.8667939305305481,0.6499742269515991,0.8652839064598083,0.7149249911308289
37,0.8659902811050415,0.6446669697761536,0.8674989938735962,0.6900350451469421
38,0.8691546320915222,0.6368044018745422,0.8679017424583435,0.6965135335922241
39,0.8715656399726868,0.6189025640487671,0.869714081287384,0.7096359133720398
40,0.8712140321731567,0.6132094264030457,0.8703181743621826,0.6883493661880493
41,0.8694560527801514,0.6248483061790466,0.862666130065918,0.7101874947547913
42,0.8760861754417419,0.6046197414398193,0.8701167702674866,0.7095364332199097
43,0.875684380531311,0.6020084023475647,0.869512677192688,0.6958740949630737
44,0.8737756609916687,0.5979833602905273,0.8630688786506653,0.7094059586524963
45,0.8821136355400085,0.5739923715591431,0.8779702186584473,0.6808074116706848
46,0.8806067705154419,0.5731477737426758,0.8789770603179932,0.6642571091651917
47,0.8842734694480896,0.5685265064239502,0.8789770603179932,0.6641528010368347
48,0.8826159238815308,0.5682550668716431,0.8791784048080444,0.6609313488006592
49,0.8828167915344238,0.5740576386451721,0.8787756562232971,0.6660211086273193
50,0.8775427937507629,0.5742069482803345,0.8801852464675903,0.6553593873977661
51,0.8822140693664551,0.5729396939277649,0.8775674700737,0.6596506834030151
52,0.8820131421089172,0.5706681609153748,0.8779702186584473,0.6627852320671082
53,0.8824652433395386,0.5735087394714355,0.8787756562232971,0.6514224410057068
54,0.8824652433395386,0.5778502225875854,0.8801852464675903,0.6522435545921326
55,0.8837209343910217,0.5620423555374146,0.8803866505622864,0.6498358249664307
56,0.8823647499084473,0.5673397183418274,0.880990743637085,0.6517874002456665
57,0.8843236565589905,0.558138906955719,0.880990743637085,0.6505861282348633
58,0.886383056640625,0.5670867562294006,0.8815948367118835,0.649858832359314
59,0.8831683993339539,0.5705130100250244,0.8799839019775391,0.6539030075073242
60,0.8851775527000427,0.5642296671867371,0.8779702186584473,0.6577655076980591
61,0.886031448841095,0.562830924987793,0.8773660659790039,0.6535660028457642
62,0.8846250176429749,0.5674211382865906,0.8785743117332458,0.6516828536987305
63,0.8855794072151184,0.5636375546455383,0.8799839019775391,0.6562855243682861
64,0.884926438331604,0.5621896982192993,0.879782497882843,0.6544885635375977
65,0.8838716149330139,0.5692521333694458,0.8793798089027405,0.654338538646698
66,0.8852779865264893,0.5640393495559692,0.879782497882843,0.6574492454528809
67,0.883118212223053,0.5562578439712524,0.8789770603179932,0.6572798490524292
68,0.8830679655075073,0.5597630739212036,0.8785743117332458,0.6581413745880127
69,0.8856798410415649,0.5620834827423096,0.8787756562232971,0.6531042456626892
